Gene	sgRNA	Rep1|beta	Rep1|z	Rep1|p-value	Rep1|fdr	Rep1|wald-p-value	Rep1|wald-fdr	Rep2|beta	Rep2|z	Rep2|p-value	Rep2|fdr	Rep2|wald-p-value	Rep2|wald-fdr
TEKT3	6	0.11162	0.82121	0.19577	0.3952	0.41153	0.9996	0.15655	1.1506	0.1576	0.32409	0.24988	0.73848
TRIM21	6	-0.19072	-1.3081	0.045415	0.1675	0.19084	0.9996	0.27404	1.8824	0.011789	0.065258	0.059776	0.64316
hsa-mir-887	4	-0.047703	-0.30142	0.71693	0.84332	0.7631	0.9996	-0.096334	-0.60888	0.51831	0.67455	0.5426	0.84164
AARSD1	6	0.13707	0.93688	0.116	0.29001	0.34882	0.9996	0.072364	0.49327	0.50324	0.66302	0.62182	0.87157
LSM14B	6	0.083053	0.48433	0.32834	0.53762	0.62815	0.9996	0.088951	0.51893	0.41463	0.58708	0.60381	0.86507
PIK3R2	6	0.20306	1.0225	0.021161	0.10294	0.30656	0.9996	0.28493	1.4335	0.0089864	0.056329	0.1517	0.7059
ATMIN	6	0.16665	0.70982	0.057832	0.19266	0.47781	0.9996	0.10804	0.45784	0.32274	0.50297	0.64707	0.88004
MYCL	6	0.083503	0.32556	0.32622	0.5357	0.74476	0.9996	0.066954	0.25992	0.53561	0.68947	0.79493	0.93731
NUTM1	6	0.16923	0.97027	0.054401	0.18624	0.33191	0.9996	-0.44984	-2.5471	0.00028988	0.0056764	0.010862	0.60677
SIRPB2	6	0.17742	1.2083	0.043048	0.16176	0.22692	0.9996	-0.049929	-0.33932	0.68557	0.80419	0.73437	0.91459
NCCRP1	6	-0.17732	-1.2116	0.06276	0.20193	0.22565	0.9996	0.077795	0.53182	0.47319	0.63676	0.59485	0.86111
GRK4	6	-0.15033	-0.65709	0.11523	0.28874	0.51112	0.9996	0.044841	0.1959	0.67026	0.79248	0.84469	0.95329
BMP15	6	0.18753	1.227	0.033288	0.13774	0.21982	0.9996	-0.072233	-0.47126	0.55087	0.70335	0.63746	0.87715
TIMM50	6	-0.14502	-0.95686	0.129	0.30899	0.33864	0.9996	0.11913	0.78664	0.27771	0.45911	0.43149	0.80257
UPP1	6	0.12438	0.62761	0.15069	0.33751	0.53026	0.9996	-0.44798	-2.2304	0.00028988	0.0056764	0.025722	0.64048
CAPRIN2	6	-0.087196	-0.49719	0.37095	0.57595	0.61906	0.9996	0.30821	1.7624	0.0050246	0.040217	0.078007	0.65528
UBE2B	6	-0.25659	-1.6593	0.007537	0.055934	0.09706	0.9996	0.18771	1.2155	0.089381	0.23113	0.22418	0.73289
CRYGS	6	-0.09174	-0.74648	0.34515	0.55431	0.45538	0.9996	0.12283	0.99944	0.26375	0.44436	0.31758	0.76326
CCDC127	6	-0.12828	-0.85057	0.18113	0.37709	0.39501	0.9996	0.10451	0.69293	0.33781	0.51739	0.48836	0.82358
NACA	6	0.21777	0.87703	0.014156	0.079728	0.38047	0.9996	-0.33395	-1.2727	0.0067156	0.047603	0.20312	0.72412
ZNF830	6	-0.3791	-2.0635	4.83E-05	0.0022779	0.03907	0.9996	0.12442	0.67967	0.25751	0.43782	0.49671	0.82612
GRB10	6	-0.15464	-0.82245	0.10416	0.2716	0.41082	0.9996	0.24195	1.2922	0.028119	0.11376	0.19629	0.7201
ATOH8	6	-0.059769	-0.23721	0.55305	0.72957	0.81249	0.9996	0.0072996	0.028854	0.9254	0.9577	0.97698	0.99354
BLVRB	6	0.3422	1.8342	0.0003382	0.0080092	0.066625	0.9996	0.27664	1.4778	0.011257	0.064152	0.13947	0.70378
SLC4A8	6	-0.25683	-1.4158	0.007537	0.055934	0.15682	0.9996	0.32151	1.7914	0.0031887	0.029491	0.073234	0.65162
hsa-mir-125b-1	4	0.1918	0.57901	0.077495	0.22993	0.56258	0.9996	0.13584	0.40622	0.3138	0.49467	0.68458	0.89425
ZNF595	6	-0.28016	-1.696	0.003382	0.03316	0.089883	0.9996	-0.11343	-0.68582	0.34462	0.52387	0.49283	0.82535
AP5M1	6	-0.02369	-0.17523	0.84984	0.92049	0.8609	0.9996	0.067328	0.49769	0.53329	0.6876	0.6187	0.87051
GPR108	6	0.10883	0.71099	0.20606	0.40751	0.47709	0.9996	0.035178	0.22921	0.73466	0.83867	0.8187	0.94446
VPS13B	6	-0.033252	-0.2909	0.76703	0.8738	0.77113	0.9996	0.12025	1.0513	0.27288	0.45406	0.29311	0.75261
TMEM59	6	-0.016552	-0.14006	0.90907	0.95324	0.88861	0.9996	0.1582	1.3385	0.15291	0.31793	0.18073	0.71487
GOLGA8A	5	-0.39886	-1.6593	0.00024157	0.0068027	0.097049	0.9996	-0.13505	-0.56208	0.30766	0.48865	0.57406	0.85298
hsa-mir-4534	4	0.076102	0.55398	0.44734	0.64176	0.57959	0.9996	-0.028956	-0.21102	0.85583	0.91597	0.83287	0.94947
TSPAN5	6	-0.14782	-0.54945	0.12175	0.29886	0.5827	0.9996	-0.03862	-0.14284	0.758	0.85429	0.88641	0.96716
AGAP4	6	-0.17933	-1.0034	0.059909	0.19633	0.31565	0.9996	0.34878	1.9573	0.0011112	0.01405	0.050307	0.64072
PFDN2	6	0.1753	0.91316	0.045415	0.1675	0.36116	0.9996	0.15427	0.79862	0.16291	0.33065	0.42451	0.80029
MUSTN1	6	0.07218	0.24287	0.39134	0.59493	0.80811	0.9996	0.054018	0.18	0.61175	0.74914	0.85715	0.95682
hsa-mir-614	4	0.1353	0.43227	0.20016	0.40091	0.66555	0.9996	0.51725	1.656	9.66E-05	0.0033389	0.097727	0.67045
PEX5L	6	-0.16482	-1.0007	0.082907	0.23906	0.31698	0.9996	-0.20751	-1.2551	0.083293	0.22188	0.20946	0.72551
DSTN	6	-0.22074	-0.71579	0.018601	0.094409	0.47412	0.9996	-0.10183	-0.32959	0.39642	0.5715	0.74171	0.91674
OR10W1	6	-0.18903	-0.99563	0.047203	0.17128	0.31943	0.9996	0.13251	0.69889	0.22828	0.40794	0.48462	0.82253
CBX7	6	0.089808	0.51218	0.29442	0.50779	0.60853	0.9996	0.20771	1.1843	0.06102	0.18495	0.23629	0.73289
CYP4A11	6	-0.06395	-0.3345	0.52193	0.70525	0.738	0.9996	-0.034399	-0.17955	0.78674	0.87281	0.85751	0.95682
BOD1L2	6	0.10504	0.96904	0.22099	0.42676	0.33252	0.9996	0.12005	1.107	0.27384	0.45508	0.26829	0.74484
SLC4A1AP	6	-0.037112	-0.24014	0.73326	0.8535	0.81022	0.9996	0.1014	0.65532	0.35177	0.53084	0.51226	0.83168
KDM4A	6	-0.18958	-0.89547	0.046526	0.16969	0.37054	0.9996	0.54375	2.5764	0	0	0.0099826	0.60677
hsa-mir-138-2	4	-0.10972	-0.52497	0.35221	0.56047	0.5996	0.9996	-0.18091	-0.86505	0.22654	0.40597	0.38701	0.78272
PRAMEF5	5	0.1136	0.78904	0.22823	0.43507	0.43009	0.9996	0.18504	1.2828	0.12576	0.28321	0.19956	0.72129
KCNA7	6	-0.11492	-0.82118	0.23331	0.44076	0.41154	0.9996	0.20204	1.4452	0.068461	0.19719	0.14839	0.70557
TMEM255A	6	-0.15194	-1.0303	0.11054	0.28157	0.30286	0.9996	-0.026197	-0.17746	0.84052	0.90624	0.85914	0.95785
FAM210A	6	0.078966	0.38405	0.35042	0.55887	0.70094	0.9996	-0.084019	-0.40551	0.48314	0.64529	0.6851	0.89452
LHX6	6	-0.18193	-0.58365	0.055706	0.18861	0.55946	0.9996	0.024302	0.077957	0.80897	0.88691	0.93786	0.98246
SERPINB3	6	-0.17024	-1.3409	0.073582	0.22269	0.17997	0.9996	-0.26167	-2.0601	0.030824	0.11986	0.039387	0.64072
ZSCAN5A	6	0.14787	0.54471	0.089912	0.24933	0.58595	0.9996	0.18689	0.68547	0.091168	0.23371	0.49304	0.82538
TCP10L	6	0.001904	0.016951	0.92569	0.96267	0.98648	0.9996	-0.079228	-0.70457	0.51019	0.66859	0.48108	0.82075
C6orf57	6	-0.031255	-0.21353	0.78476	0.88388	0.83091	0.9996	0.15	1.0245	0.17451	0.34568	0.3056	0.75867
PTPRO	6	-0.15287	-0.8162	0.1088	0.27892	0.41438	0.9996	0.18881	1.0107	0.087738	0.22897	0.31216	0.76081
HTRA1	6	-0.16052	-1.0032	0.091168	0.25143	0.31577	0.9996	0.23487	1.4723	0.033192	0.12532	0.14094	0.70378
FAM196B	6	-0.11739	-0.85338	0.22408	0.4312	0.39345	0.9996	-0.12325	-0.89228	0.30191	0.48262	0.37225	0.77783
BCDIN3D	6	-0.40752	-1.7923	4.83E-05	0.0022779	0.073082	0.9996	0.18633	0.82739	0.092279	0.23537	0.40801	0.7945
hsa-mir-551b	4	-0.21425	-1.4724	0.064692	0.2061	0.14092	0.9996	0.14267	0.98024	0.28868	0.47044	0.32697	0.76611
RPP25	6	0.24776	1.0825	0.0052179	0.043902	0.27905	0.9996	0.055735	0.2441	0.60078	0.74041	0.80716	0.94103
SPTLC3	6	-0.18187	-0.90868	0.055706	0.18861	0.36352	0.9996	0.084585	0.42328	0.43777	0.60722	0.67209	0.89001
DCST2	6	0.039911	0.3202	0.61257	0.7725	0.74881	0.9996	-0.23831	-1.9131	0.047444	0.15821	0.055742	0.64316
ERVFRD-1	6	-0.06861	-0.36314	0.48816	0.67708	0.7165	0.9996	-0.099474	-0.52403	0.40637	0.57947	0.60026	0.8629
GPT	6	0.02565	0.14267	0.72659	0.84933	0.88655	0.9996	0.37223	2.0715	0.00062808	0.0096726	0.038311	0.64072
PLEKHS1	6	0.13254	0.60211	0.1274	0.30756	0.5471	0.9996	-0.046177	-0.20741	0.71046	0.82183	0.83569	0.95024
TRIML1	6	0.052963	0.32805	0.51705	0.70085	0.74287	0.9996	0.12138	0.75161	0.26891	0.44952	0.45228	0.81131
PPIAL4E	4	-0.35533	-1.4088	0.0030921	0.031388	0.1589	0.9996	-0.16096	-0.63788	0.28167	0.46359	0.52355	0.8355
IST1	6	-0.45957	-2.5059	0	0	0.012214	0.9996	0.098441	0.53697	0.36574	0.54363	0.59129	0.85909
C11orf63	6	0.030365	0.16373	0.68847	0.8249	0.86995	0.9996	0.22912	1.2352	0.037636	0.13648	0.21677	0.72999
TCEA3	6	0.25605	1.359	0.0038651	0.036496	0.17415	0.9996	-0.08966	-0.47125	0.45512	0.62219	0.63746	0.87715
CREG2	6	-0.20372	-1.061	0.030873	0.13162	0.28867	0.9996	-0.32206	-1.6669	0.0083583	0.053944	0.095532	0.66978
ZNF772	6	-0.17192	-0.82526	0.071263	0.21855	0.40922	0.9996	0.18199	0.8743	0.098802	0.24488	0.38196	0.78085
TMEM120A	6	0.13128	0.81631	0.13079	0.31136	0.41432	0.9996	-0.27666	-1.7128	0.022514	0.09936	0.086745	0.66114
SLC39A12	6	0.019454	0.097857	0.7765	0.87916	0.92205	0.9996	-0.25043	-1.2429	0.038506	0.13866	0.21389	0.72825
EPPIN	6	0.17021	1.5169	0.052276	0.18164	0.12928	0.9996	0.0067718	0.060144	0.92883	0.95938	0.95204	0.98682
GJB1	6	0.25846	1.3804	0.0035269	0.034112	0.16746	0.9996	0.11428	0.60919	0.29689	0.47832	0.5424	0.84164
POLR2L	6	-0.068288	-0.20982	0.49072	0.6789	0.83381	0.9996	0.080035	0.24517	0.46101	0.62694	0.80633	0.94101
CTSE	6	-0.060072	-0.41788	0.55049	0.72708	0.67603	0.9996	-0.080536	-0.56008	0.50275	0.66263	0.57543	0.85308
RAD51B	6	-0.2278	-1.268	0.015122	0.082782	0.20479	0.9996	0.052106	0.29034	0.62257	0.7572	0.77156	0.92906
RNF214	6	-0.14826	-0.91366	0.12054	0.29695	0.3609	0.9996	0.017407	0.10719	0.8552	0.91563	0.91464	0.97612
hsa-mir-4260	4	-0.189	-0.96374	0.10421	0.27161	0.33518	0.9996	-0.031833	-0.1623	0.84114	0.90653	0.87107	0.96151
HS3ST2	6	0.35238	1.8885	0.00019326	0.0058224	0.058962	0.9996	-0.0055168	-0.029478	0.98488	0.99096	0.97648	0.99333
HSPA14	6	-0.049743	-0.19537	0.63166	0.78618	0.8451	0.9996	-0.41027	-1.5757	0.00091796	0.012203	0.11509	0.69036
UTS2B	6	-0.21442	-1.8256	0.022659	0.10732	0.067904	0.9996	-0.10249	-0.87246	0.39342	0.56863	0.38295	0.78085
GPR158	6	-0.08354	-0.34124	0.39216	0.59566	0.73292	0.9996	-0.30095	-1.2126	0.013528	0.072258	0.22528	0.73289
AURKAIP1	6	0.0086465	0.052086	0.86617	0.92997	0.95846	0.9996	0.088417	0.53114	0.41762	0.58959	0.59532	0.86112
DCD	6	0.21819	1.6172	0.013866	0.078824	0.10583	0.9996	-0.16326	-1.208	0.17465	0.34573	0.22705	0.73289
ASIC1	6	0.2248	1.3914	0.011209	0.069732	0.16409	0.9996	0.16678	1.03	0.13185	0.29088	0.30301	0.75712
C11orf57	6	0.1192	0.57466	0.16765	0.35943	0.56552	0.9996	-0.01674	-0.080085	0.90608	0.94727	0.93617	0.98205
FGD1	6	-0.072972	-0.55072	0.45676	0.6494	0.58182	0.9996	-0.11648	-0.87831	0.33119	0.51061	0.37978	0.78023
MYO7B	6	-0.021329	-0.13281	0.87013	0.93263	0.89434	0.9996	-0.18369	-1.1382	0.12446	0.2815	0.25504	0.73981
PLAC1	6	0.011275	0.081487	0.8437	0.91824	0.93505	0.9996	0.058178	0.42013	0.58561	0.72941	0.67439	0.89078
COL11A2	6	-0.20774	-1.1227	0.027201	0.12038	0.26156	0.9996	-0.092534	-0.49927	0.44014	0.609	0.61759	0.87032
MMP14	6	0.3083	1.9623	0.00096628	0.015552	0.049727	0.9996	-0.10246	-0.64978	0.39347	0.56863	0.51583	0.83241
TBC1D7	6	-0.05826	-0.33514	0.56406	0.73752	0.73752	0.9996	0.36789	2.1143	0.00062808	0.0096726	0.034492	0.64072
C18orf8	6	0.090364	0.51009	0.29186	0.50523	0.60999	0.9996	0.0032934	0.01845	0.95357	0.97298	0.98528	0.99596
TSPYL5	6	-0.12639	-0.83686	0.18755	0.38482	0.40267	0.9996	0.14327	0.95025	0.19326	0.36819	0.34199	0.77085
C5orf48	6	0.128	0.70094	0.14069	0.32435	0.48334	0.9996	0.24607	1.3471	0.025461	0.10762	0.17796	0.71487
AAR2	6	-0.4233	-2.7671	4.83E-05	0.0022779	0.0056559	0.9996	-0.065003	-0.42541	0.59281	0.73438	0.67054	0.88933
LRRC14B	6	0.092516	0.58741	0.27993	0.49198	0.55693	0.9996	0.34197	2.171	0.0013528	0.015828	0.029928	0.64072
PNLIP	6	0.093861	0.56095	0.27365	0.48601	0.57483	0.9996	0.23168	1.3845	0.035801	0.13223	0.16621	0.7102
TTC12	6	0.11931	0.76696	0.16726	0.35887	0.44311	0.9996	-0.0030474	-0.019552	0.99744	0.9985	0.9844	0.99566
PLEKHF1	6	0.18395	0.89669	0.036429	0.14539	0.36988	0.9996	-0.30386	-1.4583	0.012417	0.06781	0.14475	0.70541
ACYP2	6	0.58193	2.1075	0	0	0.035076	0.9996	-0.1048	-0.37335	0.38347	0.5595	0.70889	0.90323
RCHY1	6	0.037618	0.25938	0.63112	0.78584	0.79534	0.9996	-0.19223	-1.3193	0.10793	0.25868	0.18708	0.71487
MIOX	6	0.0068583	0.043563	0.88144	0.93959	0.96525	0.9996	0.19349	1.2288	0.080201	0.21714	0.21913	0.73059
SYNM	6	0.089142	0.51938	0.29723	0.51045	0.60349	0.9996	0.25921	1.5095	0.018359	0.087216	0.13117	0.69971
UBIAD1	6	-0.12236	-0.75036	0.20393	0.40513	0.45304	0.9996	0.11718	0.71912	0.28558	0.46735	0.47207	0.81744
C8orf58	6	-0.18284	-0.68657	0.054885	0.18713	0.49235	0.9996	0.25099	0.94406	0.022804	0.099979	0.34514	0.77217
NAALADL1	6	-0.20876	-0.82245	0.026524	0.11847	0.41082	0.9996	0.51656	2.052	0	0	0.040174	0.64072
hsa-mir-5191	4	-0.14792	-0.71145	0.20514	0.40663	0.47681	0.9996	-0.083124	-0.39908	0.5831	0.72775	0.68984	0.89676
RPL7A	6	0.16841	0.62263	0.055223	0.18778	0.53353	0.9996	0.32058	1.1845	0.0032853	0.030022	0.23623	0.73289
SCAI	6	-0.11332	-0.79887	0.23964	0.44769	0.42436	0.9996	-0.2733	-1.9146	0.024495	0.10486	0.055545	0.64316
IL6	6	0.14138	0.7336	0.1045	0.2718	0.46319	0.9996	-0.098761	-0.51092	0.40999	0.58321	0.60941	0.86819
ZNF704	6	-0.13249	-0.75642	0.16557	0.35705	0.4494	0.9996	0.2094	1.1976	0.058846	0.18018	0.23106	0.73289
TTC23L	6	0.036835	0.15549	0.63731	0.79024	0.87644	0.9996	0.36254	1.534	0.00072471	0.010578	0.12502	0.69481
hsa-mir-548y	4	-0.15998	-0.60299	0.17132	0.36455	0.54652	0.9996	-0.1255	-0.47186	0.39941	0.57418	0.63703	0.87711
RFXAP	6	-0.04028	-0.11117	0.70915	0.83893	0.91148	0.9996	0.052377	0.14405	0.62117	0.75621	0.88546	0.96694
RPRD1A	6	0.11632	0.58352	0.17823	0.3733	0.55954	0.9996	-0.20959	-1.0407	0.080394	0.21754	0.298	0.75445
OCA2	6	-0.024877	-0.21768	0.83965	0.91555	0.82768	0.9996	-0.07228	-0.63036	0.55073	0.70325	0.52846	0.83651
COPG2	6	-0.17744	-1.2788	0.062518	0.20146	0.20098	0.9996	-0.056617	-0.40745	0.64272	0.77217	0.68368	0.89408
ESR1	6	0.24383	0.99433	0.0060392	0.048022	0.32006	0.9996	-0.072885	-0.29222	0.54677	0.69979	0.77012	0.9287
ACTL7A	6	-0.134	-0.88291	0.16011	0.35022	0.37729	0.9996	0.024746	0.16299	0.80544	0.88473	0.87053	0.96151
C1QTNF1	6	-0.035383	-0.17903	0.74949	0.8629	0.85791	0.9996	-0.0031852	-0.016088	0.9985	0.99903	0.98716	0.9965
C6orf203	6	-0.12579	-0.914	0.18983	0.3877	0.36072	0.9996	0.30972	2.2619	0.0045898	0.037683	0.023706	0.6378
TMEM132A	6	0.25736	1.1894	0.0036719	0.035088	0.23428	0.9996	0.25325	1.1674	0.021548	0.096725	0.24304	0.73424
OR4C13	6	-0.32795	-1.903	0.00043482	0.0094241	0.057041	0.9996	-0.003716	-0.02159	0.99773	0.99869	0.98278	0.99518
RGAG4	6	-0.16103	-1.4044	0.089767	0.2491	0.16019	0.9996	-0.10254	-0.89375	0.39313	0.56835	0.37146	0.77783
BSPRY	6	0.0090446	0.065061	0.86298	0.92814	0.94813	0.9996	-0.47426	-3.3957	0.00014494	0.0037406	0.0006845	0.35613
DVL1	6	-0.025085	-0.16981	0.83767	0.91407	0.86516	0.9996	-0.3169	-2.1369	0.0093246	0.057871	0.032604	0.64072
LAYN	6	0.33419	2.3109	0.00048314	0.0097466	0.020836	0.9996	-0.09586	-0.66253	0.42362	0.59459	0.50763	0.82941
HIF3A	6	-0.09297	-0.5246	0.33839	0.54749	0.59986	0.9996	0.27524	1.5534	0.011547	0.064438	0.12032	0.693
hsa-mir-1293	4	0.10376	0.49351	0.31496	0.5276	0.62165	0.9996	-0.45547	-2.135	0.0037685	0.032856	0.032757	0.64072
CLC	6	-0.041403	-0.27855	0.70045	0.83305	0.78059	0.9996	0.16485	1.109	0.13634	0.29696	0.26742	0.74484
TMEM132E	6	-0.088128	-0.53303	0.36491	0.57081	0.59401	0.9996	0.28953	1.7548	0.0081167	0.053198	0.079296	0.65546
PON2	6	0.11002	0.65943	0.20171	0.40256	0.50962	0.9996	-0.24077	-1.4351	0.045705	0.15483	0.15126	0.7059
SERPINB9	6	0.030011	0.16015	0.69147	0.82704	0.87276	0.9996	-0.19557	-1.0311	0.10156	0.24899	0.30248	0.75712
hsa-mir-130b	4	-0.1342	-0.20642	0.25316	0.46282	0.83646	0.9996	0.097363	0.15003	0.46642	0.63123	0.88074	0.96523
ARHGEF7	6	-0.034068	-0.21109	0.75945	0.86865	0.83281	0.9996	0.1936	1.1997	0.079959	0.21659	0.23024	0.73289
SLC5A10	6	-0.050738	-0.27326	0.62272	0.78006	0.78465	0.9996	-0.12903	-0.69172	0.28012	0.46184	0.48911	0.82358
ROR2	6	0.0989	0.18275	0.2479	0.4569	0.855	0.9996	-0.057617	-0.1062	0.63687	0.76805	0.91542	0.97625
NPS	6	0.25258	1.244	0.0044932	0.040135	0.21349	0.9996	0.34966	1.7169	0.0010629	0.013555	0.086	0.66114
COL9A2	6	0.15881	0.9063	0.070393	0.21711	0.36478	0.9996	0.24555	1.4017	0.025558	0.10776	0.16101	0.7066
MATN3	6	0.062344	0.35496	0.45285	0.64649	0.72262	0.9996	-0.072581	-0.41114	0.54885	0.70171	0.68097	0.8928
SLIT1	6	0.15146	1.112	0.083293	0.23954	0.26613	0.9996	0.22474	1.6493	0.042178	0.14734	0.099087	0.67416
CCDC88A	6	-0.021962	-0.15697	0.86491	0.9293	0.87527	0.9996	-0.27012	-1.9203	0.026138	0.10936	0.054823	0.64215
PSMC4	6	0.047116	0.20862	0.55928	0.73419	0.83474	0.9996	-0.14153	-0.62305	0.23809	0.41741	0.53325	0.83781
B3GALT1	6	0.12663	0.96826	0.14441	0.32929	0.33292	0.9996	0.13808	1.0544	0.20959	0.38708	0.29171	0.75228
PCDHB4	6	0.03123	0.17721	0.68142	0.8199	0.85934	0.9996	0.32409	1.8391	0.0029955	0.028298	0.0659	0.64746
SEC14L2	6	-0.17397	-1.0459	0.067784	0.21174	0.29563	0.9996	-0.054942	-0.33023	0.65354	0.7801	0.74123	0.91668
PSMD6	6	0.027004	0.083331	0.7148	0.84196	0.93359	0.9996	-0.21502	-0.65212	0.072471	0.20414	0.51433	0.83226
HDGF	6	-0.28541	-1.0683	0.0028022	0.029219	0.2854	0.9996	0.31551	1.1969	0.0037685	0.032856	0.23136	0.73289
G3BP2	6	-0.18656	-1.2273	0.050198	0.17794	0.21971	0.9996	0.1632	1.0757	0.14054	0.30315	0.28208	0.74859
CXCL13	6	-0.051168	-0.28107	0.61967	0.77791	0.77866	0.9996	0.16237	0.89202	0.14267	0.30557	0.37238	0.77783
CATSPER3	6	-0.17922	-1.2863	0.060102	0.19671	0.19834	0.9996	0.048499	0.34818	0.64649	0.77486	0.7277	0.91164
C19orf73	6	0.0079325	0.044337	0.87206	0.93393	0.96464	0.9996	0.37656	2.1083	0.00053145	0.0087859	0.035004	0.64072
RTN4	6	0.21399	1.4296	0.015219	0.083113	0.15284	0.9996	-0.11639	-0.77618	0.33158	0.51102	0.43764	0.8057
HTR2C	6	-0.50645	-2.2678	0	0	0.023339	0.9996	-0.019576	-0.087756	0.88603	0.93514	0.93007	0.98052
NCAM1	6	-0.25875	-1.6843	0.0070538	0.053382	0.092121	0.9996	0.32119	2.0932	0.0031887	0.029491	0.036333	0.64072
TXK	6	-0.073156	-0.55673	0.4556	0.64856	0.57771	0.9996	0.27595	2.1009	0.011402	0.06434	0.035651	0.64072
WNT7B	6	-0.11922	-0.80766	0.21635	0.42071	0.41929	0.9996	-0.25246	-1.7024	0.036719	0.13413	0.088685	0.66148
hsa-mir-522	3	-0.27174	-1.2226	0.043434	0.16281	0.22148	0.9996	-0.022533	-0.10141	0.91125	0.95027	0.91922	0.9771
ZNF550	6	0.026278	0.16546	0.72147	0.84654	0.86858	0.9996	0.42432	2.6746	0.00014494	0.0037406	0.0074826	0.57842
OR8J1	6	-0.10925	-0.54773	0.25882	0.46938	0.58388	0.9996	0.13185	0.66147	0.2306	0.40981	0.50831	0.8299
SF3A1	6	-0.25707	-1.6456	0.007537	0.055934	0.09985	0.9996	0.026231	0.16806	0.7952	0.87814	0.86654	0.96114
SOS2	6	0.14128	1.0606	0.10494	0.27262	0.28887	0.9996	-0.0487	-0.36299	0.69355	0.80983	0.71661	0.90736
LOC100132146	6	0.12902	0.71015	0.13784	0.32085	0.47761	0.9996	-0.24272	-1.3306	0.044255	0.1519	0.18332	0.71487
KRT32	6	0.080518	0.46181	0.34085	0.54984	0.64422	0.9996	-0.23547	-1.3405	0.04957	0.16191	0.18009	0.71487
SH2D4A	6	-0.18119	-1.147	0.056382	0.18963	0.25137	0.9996	0.34496	2.1842	0.0012562	0.015072	0.028948	0.64072
hsa-mir-429	4	-0.18668	-0.74054	0.10837	0.27834	0.45897	0.9996	0.34154	1.3596	0.011064	0.063505	0.17395	0.71445
CRH	6	-0.052523	-0.19854	0.60837	0.77003	0.84262	0.9996	-0.082135	-0.3091	0.49275	0.65395	0.75724	0.92435
YPEL4	6	0.1556	1.1032	0.075321	0.22565	0.26994	0.9996	0.19785	1.4004	0.073679	0.20596	0.1614	0.7066
ABHD14A	6	-0.25029	-1.9108	0.0085999	0.060483	0.056034	0.9996	0.17494	1.3409	0.11344	0.26652	0.17994	0.71487
NUDT18	6	-0.038271	-0.23606	0.72403	0.84779	0.81338	0.9996	0.0028359	0.017462	0.95705	0.97533	0.98607	0.99622
RETN	6	-0.18517	-0.93508	0.052034	0.18113	0.34975	0.9996	-0.21903	-1.103	0.067881	0.19653	0.27003	0.74485
ACE	6	0.087477	0.5243	0.30583	0.51872	0.60007	0.9996	-0.18619	-1.1147	0.119	0.27495	0.26497	0.74484
DUSP8	6	0.015404	0.073336	0.80993	0.89854	0.94154	0.9996	-0.34467	-1.6338	0.005701	0.04385	0.10229	0.67893
RBM46	6	-0.0083268	-0.056276	0.98212	0.99238	0.95512	0.9996	-0.28592	-1.9259	0.018311	0.087106	0.054111	0.64131
GCG	6	0.08206	0.58237	0.33322	0.54217	0.56032	0.9996	0.15636	1.1091	0.15794	0.32444	0.2674	0.74484
NUPR1	6	-0.29257	-1.9573	0.0021258	0.024691	0.050309	0.9996	0.12058	0.80994	0.27191	0.45307	0.41798	0.79831
SCRN3	6	0.21552	1.3821	0.014784	0.081644	0.16693	0.9996	0.090639	0.57945	0.40501	0.57854	0.56229	0.84932
PLCZ1	6	-0.045082	-0.21308	0.66866	0.81117	0.83127	0.9996	-0.38965	-1.8084	0.001546	0.017354	0.070539	0.65162
DNAJC21	6	0.089243	0.64025	0.29684	0.51017	0.52201	0.9996	0.070341	0.50347	0.51541	0.67234	0.61463	0.86981
CPEB3	6	-0.18124	-1.115	0.056334	0.18963	0.26486	0.9996	-0.38747	-2.3585	0.0015944	0.017809	0.018348	0.6378
CD1A	6	-0.083395	-0.60768	0.39323	0.59688	0.5434	0.9996	-0.03572	-0.25955	0.77848	0.8676	0.79521	0.93731
hsa-mir-6780b	4	0.1432	0.53989	0.17789	0.37285	0.58927	0.9996	0.26046	0.98043	0.051599	0.16623	0.32687	0.76611
LCA5	6	-0.073642	-0.47584	0.45246	0.64622	0.63419	0.9996	0.054287	0.35023	0.60996	0.74771	0.72617	0.91104
CEND1	6	-0.029823	-0.17427	0.79636	0.89059	0.86166	0.9996	-0.027807	-0.16163	0.83032	0.90022	0.8716	0.96151
DROSHA	6	-0.1065	-0.44554	0.27186	0.484	0.65593	0.9996	0.18992	0.796	0.085999	0.22612	0.42603	0.80029
MIF	6	0.080645	0.26412	0.34023	0.54938	0.79169	0.9996	0.21377	0.69888	0.053822	0.1706	0.48463	0.82253
AKAP8L	6	-0.10976	-0.81983	0.25693	0.46727	0.41231	0.9996	-0.013877	-0.10352	0.92584	0.95791	0.91755	0.9765
LOC100129216	3	0.23648	0.99116	0.058895	0.1947	0.32161	0.9996	-0.61185	-2.5042	0.001546	0.017354	0.012273	0.61778
HN1L	6	-0.15996	-1.3764	0.091845	0.25252	0.16868	0.9996	0.084586	0.72803	0.43777	0.60722	0.4666	0.81533
SP140L	6	-0.34411	-1.8738	0.00028988	0.0074813	0.060953	0.9996	0.062514	0.34119	0.5617	0.71177	0.73296	0.91363
SOCS5	6	-0.090161	-0.52286	0.35337	0.56145	0.60107	0.9996	-0.14157	-0.81798	0.2379	0.41732	0.41337	0.79654
